"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"25 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","208.20","210.00","203.00","205.40","208.60","31581","39476.250 mmBtu","81535.60","919"
"24 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","209.40","210.60","205.60","208.60","210.00","42447","53058.750 mmBtu","110548.48","2225"
"23 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","214.40","215.30","209.20","210.00","214.50","41786","52232.500 mmBtu","111097.03","4805"
"22 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","211.90","214.80","211.70","214.50","210.60","30812","38515.000 mmBtu","82251.22","5813"
"19 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","207.80","211.60","206.20","210.60","207.80","41183","51478.750 mmBtu","107461.70","5574"
"18 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","205.30","211.20","205.30","207.80","204.70","56922","71152.500 mmBtu","147973.19","5289"
"17 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","207.10","209.60","203.20","204.70","206.30","52593","65741.250 mmBtu","135670.68","4696"
"16 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","215.00","216.00","205.90","206.30","215.00","50215","62768.750 mmBtu","132281.15","5077"
"15 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","218.40","218.70","213.70","215.00","219.70","37467","46833.750 mmBtu","101191.30","7278"
"12 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","216.50","220.00","215.60","219.70","217.80","36076","45095.000 mmBtu","98243.87","9662"
"11 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","212.40","218.40","211.10","217.80","213.40","53574","66967.500 mmBtu","144218.43","9270"
"10 May 2017","FUTCOM","NATURALGAS   ","25MAY2017","-","0.00","208.30","216.30","207.10","213.40","209.70","51890","64862.500 mmBtu","137197.72","8813"
