"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"05 Mar 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30400.00","30535.00","30310.00","30385.00","30473.00","178","17.800 GRMS ","542.85","139"
"02 Mar 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30445.00","30575.00","30400.00","30473.00","30181.00","149","14.900 GRMS ","454.06","280"
"01 Mar 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30307.00","30372.00","30111.00","30181.00","30423.00","1474","147.400 GRMS ","4457.38","368"
"28 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30319.00","30475.00","30277.00","30423.00","30306.00","5119","511.900 GRMS ","15548.59","1296"
"27 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30518.00","30597.00","30270.00","30306.00","30518.00","7858","785.800 GRMS ","23928.08","2841"
"26 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30520.00","30620.00","30492.00","30518.00","30492.00","5836","583.600 GRMS ","17836.41","4137"
"23 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30497.00","30508.00","30426.00","30492.00","30564.00","5137","513.700 GRMS ","15650.73","4536"
"22 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30450.00","30580.00","30380.00","30564.00","30459.00","6532","653.200 GRMS ","19901.51","4767"
"21 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30500.00","30516.00","30371.00","30459.00","30524.00","7079","707.900 GRMS ","21553.29","4805"
"20 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30668.00","30737.00","30505.00","30524.00","30715.00","9247","924.700 GRMS ","28306.47","5337"
"19 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30717.00","30777.00","30678.00","30715.00","30785.00","4025","402.500 GRMS ","12363.63","5858"
"16 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30600.00","30811.00","30600.00","30785.00","30549.00","8673","867.300 GRMS ","26644.47","6134"
"15 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30612.00","30644.00","30501.00","30549.00","30605.00","7632","763.200 GRMS ","23325.19","5348"
"14 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30220.00","30693.00","30066.00","30605.00","30195.00","12867","1286.700 GRMS ","39031.65","5307"
"13 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30170.00","30221.00","30091.00","30195.00","30133.00","3527","352.700 GRMS ","10639.88","4978"
"12 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30102.00","30175.00","30017.00","30133.00","29999.00","6402","640.200 GRMS ","19269.48","5016"
"09 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30060.00","30110.00","29889.00","29999.00","30103.00","9200","920.000 GRMS ","27595.76","5041"
"08 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29905.00","30147.00","29783.00","30103.00","29976.00","11099","1109.900 GRMS ","33212.27","5336"
"07 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30219.00","30259.00","29950.00","29976.00","30182.00","8730","873.000 GRMS ","26281.51","6010"
"06 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30320.00","30650.00","30160.00","30182.00","30257.00","12070","1207.000 GRMS ","36707.57","6411"
"05 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30191.00","30330.00","30121.00","30257.00","30270.00","7416","741.600 GRMS ","22432.78","6336"
"02 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30450.00","30595.00","30134.00","30270.00","30385.00","11647","1164.700 GRMS ","35356.30","5066"
"01 Feb 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29950.00","30439.00","29893.00","30385.00","29920.00","12899","1289.900 GRMS ","38974.78","5664"
"31 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29934.00","30034.00","29885.00","29920.00","29941.00","3508","350.800 GRMS ","10513.24","3574"
"30 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29880.00","30080.00","29853.00","29941.00","29951.00","3012","301.200 GRMS ","9023.17","2662"
"29 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30180.00","30180.00","29900.00","29951.00","30218.00","2349","234.900 GRMS ","7046.43","2183"
"25 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","30180.00","30365.00","30080.00","30218.00","30144.00","2040","204.000 GRMS ","6167.71","1889"
"24 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29838.00","30180.00","29821.00","30144.00","29807.00","1742","174.200 GRMS ","5224.06","1604"
"23 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29798.00","29848.00","29711.00","29807.00","29758.00","948","94.800 GRMS ","2824.17","1292"
"22 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29673.00","29785.00","29670.00","29758.00","29673.00","665","66.500 GRMS ","1976.96","1164"
"19 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29515.00","29690.00","29515.00","29673.00","29564.00","545","54.500 GRMS ","1615.55","1156"
"18 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29600.00","29610.00","29472.00","29564.00","29682.00","727","72.700 GRMS ","2147.49","1083"
"17 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29726.00","29744.00","29624.00","29682.00","29721.00","532","53.200 GRMS ","1579.28","1056"
"16 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29700.00","29761.00","29650.00","29721.00","29659.00","663","66.300 GRMS ","1969.50","1062"
"15 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29400.00","29678.00","29400.00","29659.00","29461.00","544","54.400 GRMS ","1611.60","1079"
"12 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29385.00","29500.00","29365.00","29461.00","29332.00","748","74.800 GRMS ","2201.76","1053"
"11 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29271.00","29341.00","29237.00","29332.00","29274.00","374","37.400 GRMS ","1095.49","1052"
"10 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29090.00","29350.00","29071.00","29274.00","29106.00","839","83.900 GRMS ","2454.58","1057"
"09 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29177.00","29220.00","29085.00","29106.00","29196.00","350","35.000 GRMS ","1020.28","1076"
"08 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29145.00","29229.00","29101.00","29196.00","29151.00","370","37.000 GRMS ","1079.13","1018"
"05 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29200.00","29247.00","29122.00","29151.00","29165.00","350","35.000 GRMS ","1021.08","975"
"04 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29080.00","29199.00","29000.00","29165.00","29199.00","412","41.200 GRMS ","1199.70","910"
"03 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29192.00","29250.00","29160.00","29199.00","29165.00","308","30.800 GRMS ","899.50","877"
"02 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29158.00","29219.00","29146.00","29165.00","29153.00","209","20.900 GRMS ","609.83","863"
"01 Jan 2018","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29158.00","29176.00","29119.00","29153.00","29169.00","171","17.100 GRMS ","498.43","802"
"29 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29050.00","29200.00","28974.00","29169.00","29024.00","278","27.800 GRMS ","808.00","755"
"28 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28993.00","29070.00","28933.00","29024.00","28861.00","262","26.200 GRMS ","760.39","711"
"27 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28832.00","28950.00","28760.00","28861.00","28819.00","248","24.800 GRMS ","716.11","703"
"26 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28725.00","28839.00","28710.00","28819.00","28685.00","221","22.100 GRMS ","635.61","665"
"22 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28516.00","28705.00","28486.00","28685.00","28490.00","273","27.300 GRMS ","780.69","596"
"21 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28530.00","28639.00","28465.00","28490.00","28493.00","106","10.600 GRMS ","302.29","553"
"20 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28456.00","28523.00","28456.00","28493.00","28436.00","91","9.100 GRMS ","259.26","526"
"19 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28455.00","28521.00","28429.00","28436.00","28449.00","102","10.200 GRMS ","290.49","494"
"18 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28350.00","28470.00","28305.00","28449.00","28271.00","97","9.700 GRMS ","275.36","464"
"15 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28238.00","28406.00","28229.00","28271.00","28318.00","102","10.200 GRMS ","288.68","454"
"14 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28357.00","28414.00","28244.00","28318.00","28213.00","126","12.600 GRMS ","357.33","440"
"13 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28230.00","28250.00","28109.00","28213.00","28170.00","207","20.700 GRMS ","583.18","424"
"12 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28348.00","28356.00","28099.00","28170.00","28350.00","347","34.700 GRMS ","978.52","356"
"11 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28485.00","28485.00","28330.00","28350.00","28504.00","104","10.400 GRMS ","295.51","200"
"08 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28675.00","28675.00","28488.00","28504.00","28754.00","158","15.800 GRMS ","451.11","140"
"07 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","28959.00","28959.00","28735.00","28754.00","29001.00","69","6.900 GRMS ","198.91","36"
"06 Dec 2017","FUTCOM","GOLDM        ","05MAR2018","-","0.00","29001.00","29001.00","29001.00","29001.00","28943.00","2","0.200 GRMS ","5.80","2"
