"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"19 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3823.00","3890.00","3817.00","3877.00","3813.00","14697","1469.700 BBL  ","56603.05","500"
"18 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3819.00","3852.00","3801.00","3813.00","3825.00","14377","1437.700 BBL  ","55032.00","1283"
"15 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3911.00","3918.00","3794.00","3825.00","3899.00","28707","2870.700 BBL  ","110519.57","1657"
"14 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3868.00","3909.00","3823.00","3899.00","3871.00","23145","2314.500 BBL  ","89430.04","1798"
"13 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3902.00","3976.00","3850.00","3871.00","3886.00","25067","2506.700 BBL  ","97704.62","1712"
"12 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3839.00","3903.00","3832.00","3886.00","3847.00","23321","2332.100 BBL  ","90424.25","2159"
"11 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3810.00","3856.00","3791.00","3847.00","3802.00","23493","2349.300 BBL  ","89675.39","2227"
"08 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3749.00","3808.00","3738.00","3802.00","3738.00","22400","2240.000 BBL  ","84597.47","2073"
"07 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3733.00","3755.00","3706.00","3738.00","3721.00","25934","2593.400 BBL  ","96836.83","2072"
"06 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3673.00","3727.00","3626.00","3721.00","3664.00","37297","3729.700 BBL  ","137017.10","1995"
"05 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3504.00","3675.00","3466.00","3664.00","3494.00","50363","5036.300 BBL  ","180863.54","1654"
"04 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3583.00","3643.00","3457.00","3494.00","3527.00","60385","6038.500 BBL  ","213278.91","1462"
"01 Jan 2021","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3533.00","3559.00","3511.00","3527.00","3524.00","1403","140.300 BBL  ","4960.95","1096"
"31 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3534.00","3546.00","3498.00","3524.00","3518.00","13899","1389.900 BBL  ","48929.59","1120"
"30 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3548.00","3566.00","3493.00","3518.00","3527.00","20266","2026.600 BBL  ","71616.76","1079"
"29 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3525.00","3557.00","3502.00","3527.00","3540.00","19405","1940.500 BBL  ","68622.64","1108"
"28 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3548.00","3608.00","3528.00","3540.00","3554.00","22199","2219.900 BBL  ","79128.71","992"
"24 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3569.00","3590.00","3506.00","3554.00","3566.00","19927","1992.700 BBL  ","70590.07","922"
"23 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3449.00","3590.00","3419.00","3566.00","3484.00","26657","2665.700 BBL  ","93368.06","1143"
"22 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3540.00","3552.00","3455.00","3484.00","3529.00","16069","1606.900 BBL  ","56197.93","1165"
"21 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3535.00","3554.00","3432.00","3529.00","3618.00","27190","2719.000 BBL  ","95239.45","1020"
"18 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3572.00","3639.00","3560.00","3618.00","3569.00","6064","606.400 BBL  ","21814.85","854"
"17 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3609.00","3609.00","3546.00","3569.00","3545.00","880","88.000 BBL  ","3142.73","366"
"16 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3518.00","3552.00","3504.00","3545.00","3514.00","349","34.900 BBL  ","1231.45","151"
"15 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3480.00","3535.00","3457.00","3514.00","3462.00","348","34.800 BBL  ","1214.37","112"
"14 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3482.00","3508.00","3401.00","3462.00","3466.00","294","29.400 BBL  ","1018.82","126"
"11 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3480.00","3502.00","3457.00","3466.00","3502.00","90","9.000 BBL  ","312.90","70"
"10 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3417.00","3540.00","3400.00","3502.00","3403.00","136","13.600 BBL  ","472.72","68"
"09 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3380.00","3438.00","3353.00","3403.00","3400.00","93","9.300 BBL  ","315.88","46"
"08 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3395.00","3418.00","3368.00","3400.00","3447.00","60","6.000 BBL  ","203.28","44"
"07 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3425.00","3461.00","3394.00","3447.00","3421.00","30","3.000 BBL  ","102.83","41"
"04 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3460.00","3473.00","3407.00","3421.00","3413.00","59","5.900 BBL  ","203.25","36"
"03 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3380.00","3424.00","3345.00","3413.00","3402.00","51","5.100 BBL  ","172.64","36"
"02 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3270.00","3420.00","3270.00","3402.00","3348.00","130","13.000 BBL  ","434.01","37"
"01 Dec 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3366.00","3422.00","3339.00","3348.00","3391.00","44","4.400 BBL  ","148.15","33"
"30 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3407.00","3407.00","3374.00","3391.00","3394.00","2","0.200 BBL  ","6.78","33"
"27 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3356.00","3413.00","3353.00","3394.00","3359.00","37","3.700 BBL  ","125.34","31"
"26 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3445.00","3445.00","3346.00","3359.00","3417.00","47","4.700 BBL  ","158.18","29"
"25 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3400.00","3440.00","3385.00","3417.00","3303.00","17","1.700 BBL  ","57.96","20"
"24 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3260.00","3361.00","3260.00","3303.00","3232.00","8","0.800 BBL  ","26.42","15"
"23 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3190.00","3256.00","3190.00","3232.00","3168.00","16","1.600 BBL  ","51.64","17"
"20 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3146.00","3178.00","3138.00","3168.00","3147.00","15","1.500 BBL  ","47.43","17"
"19 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3145.00","3211.00","3130.00","3147.00","3190.00","17","1.700 BBL  ","53.49","15"
"18 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","3200.00","3200.00","3180.00","3190.00","3110.00","2","0.200 BBL  ","6.38","2"
"17 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","","","","3110.00","3130.00","0","0.000 BBL  ","0.00","0"
"16 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","","","","3130.00","3068.00","0","0.000 BBL  ","0.00","0"
"14 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","","","","3068.00","3068.00","0","0.000 BBL  ","0.00","0"
"13 Nov 2020","FUTCOM","CRUDEOIL     ","19JAN2021","-","0.00","","","","3068.00","3181.00","0","0.000 BBL  ","0.00","0"
