"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"26 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","184.80","185.40","175.50","182.30","186.70","48955","61193.750 mmBtu","111314.74","2121"
"25 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","191.00","192.70","184.30","186.70","191.30","90977","113721.250 mmBtu","214695.01","6361"
"24 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","203.70","205.60","190.80","191.30","201.50","79704","99630.000 mmBtu","195334.75","8301"
"21 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","208.70","208.70","201.00","201.50","210.00","60952","76190.000 mmBtu","155861.38","7875"
"20 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","212.20","213.90","207.30","210.00","210.50","68152","85190.000 mmBtu","179399.62","6448"
"19 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","217.30","217.60","210.10","210.50","217.70","55857","69821.250 mmBtu","148480.08","6573"
"18 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","217.50","221.30","217.10","217.70","216.40","52352","65440.000 mmBtu","143274.98","5652"
"17 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","217.20","218.80","214.90","216.40","218.30","37942","47427.500 mmBtu","102852.46","5362"
"14 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","224.30","224.50","217.80","218.30","223.70","54707","68383.750 mmBtu","151126.77","5692"
"13 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","215.00","225.20","212.00","223.70","214.50","84368","105460.000 mmBtu","230463.38","9880"
"12 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","216.00","217.80","213.70","214.50","217.80","34401","43001.250 mmBtu","92698.56","7135"
"11 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","217.90","219.00","214.60","217.80","217.60","37837","47296.250 mmBtu","102526.99","8438"
"10 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","211.10","218.90","210.20","217.60","212.40","58939","73673.750 mmBtu","158086.50","8420"
"07 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","203.50","214.60","202.30","212.40","203.90","66390","82987.500 mmBtu","172895.93","7577"
"06 Oct 2016","FUTCOM","NATURALGAS   ","26OCT2016","-","0.00","201.30","205.20","199.20","203.90","201.50","65856","82320.000 mmBtu","166528.04","6535"
