"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"29 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.35","132.40","131.95","136.90","132.15","51","255.000 KGS  ","337.38","136"
"28 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.50","132.50","131.85","132.15","132.05","16","80.000 KGS  ","105.74","121"
"27 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.05","132.50","130.75","132.05","130.20","44","220.000 KGS  ","289.95","177"
"26 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","129.45","130.80","128.90","130.20","129.15","128","640.000 KGS  ","833.47","175"
"25 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","129.00","129.95","128.75","129.15","129.75","1290","6450.000 KGS  ","8348.60","403"
"22 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","130.45","130.50","129.30","129.75","130.45","1494","7470.000 KGS  ","9718.60","1144"
"21 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","130.75","130.75","130.10","130.45","130.90","1174","5870.000 KGS  ","7657.18","1634"
"20 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.00","131.05","130.45","130.90","131.00","1649","8245.000 KGS  ","10776.54","1816"
"19 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.25","131.45","130.55","131.00","131.25","1959","9795.000 KGS  ","12827.49","2195"
"18 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.15","131.90","131.00","131.25","131.40","2376","11880.000 KGS  ","15601.99","2178"
"15 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.60","131.70","130.85","131.40","131.65","1945","9725.000 KGS  ","12760.34","2385"
"14 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","133.00","133.35","131.50","131.65","133.00","2188","10940.000 KGS  ","14462.73","2365"
"13 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","133.50","133.80","132.65","133.00","133.45","1528","7640.000 KGS  ","10166.64","2119"
"12 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","133.30","133.65","132.90","133.45","134.00","1035","5175.000 KGS  ","6894.88","2174"
"11 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","135.70","135.70","133.80","134.00","135.65","1774","8870.000 KGS  ","11960.74","2210"
"08 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","135.05","136.00","134.90","135.65","134.95","1530","7650.000 KGS  ","10365.07","2237"
"07 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","134.45","135.20","134.40","134.95","134.70","1798","8990.000 KGS  ","12124.28","2319"
"06 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","134.05","134.80","134.05","134.70","134.00","1942","9710.000 KGS  ","13062.59","2318"
"05 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","133.65","134.30","133.50","134.00","133.60","2990","14950.000 KGS  ","20015.95","2408"
"04 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.85","133.90","132.65","133.60","132.65","3268","16340.000 KGS  ","21777.33","2544"
"01 Nov 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.25","132.90","131.85","132.65","132.00","3905","19525.000 KGS  ","25862.96","2511"
"31 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.30","132.45","131.50","132.00","132.35","3460","17300.000 KGS  ","22843.63","2619"
"30 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.05","132.80","131.95","132.35","132.10","2119","10595.000 KGS  ","14019.74","2778"
"29 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.40","132.20","131.30","132.10","131.50","2489","12445.000 KGS  ","16412.20","2832"
"28 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.90","132.15","131.25","131.50","131.90","1202","6010.000 KGS  ","7918.10","2794"
"27 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","132.00","132.00","131.60","131.90","131.55","80","400.000 KGS  ","527.36","2728"
"25 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","131.80","132.60","130.50","131.55","131.80","3843","19215.000 KGS  ","25263.86","2714"
"24 Oct 2019","FUTCOM","ALUMINIUM    ","29NOV2019","-","0.00","133.80","133.80","131.25","131.80","133.75","1872","9360.000 KGS  ","12419.40","2296"
